no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
1268,毒品,20240829,臺中市南屯區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.34
1268,毒品,20240829,臺中市南屯區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.51
1269,毒品,20240808,臺南市安南區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.28
1269,毒品,20240808,臺南市安南區,公路(省、縣、鄉、鎮道, , ,1,安非他命,3.15
1270,毒品,20240713,臺北市內湖區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0
1271,毒品,20240807,高雄市大樹區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.37
1272,毒品,20240709,新北市新莊區,大廈(六層以上建築物), , ,1,安非他命,26.9
1273,毒品,20240813,彰化縣鹿港鎮,透天厝, , ,1,海洛因,18.19
1273,毒品,20240813,彰化縣鹿港鎮,透天厝, , ,1,安非他命,0.85
1274,毒品,20240812,嘉義市東區,普通住宅(一、二層樓), , ,1,安非他命,12.3
1275,毒品,20240809,彰化縣員林市,普通住宅(一、二層樓), , ,1,海洛因,0.35
1276,毒品,20240825,桃園市桃園區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.55
1276,毒品,20240825,桃園市桃園區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.7
1277,毒品,20240806,花蓮縣新城鄉,普通住宅(一、二層樓), , ,1,海洛因,6.5
1277,毒品,20240806,花蓮縣新城鄉,普通住宅(一、二層樓), , ,1,安非他命,13.27
1278,毒品,20240715,臺北市大安區,公寓(三至五層建築物), , ,1,安非他命,0
1279,毒品,20240814,高雄市美濃區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.3
1280,毒品,20240710,臺南市新營區,普通住宅(一、二層樓), , ,1,安非他命,0
1281,毒品,20240813,苗栗縣苗栗市,公園,其他,電腦網路,1,4-甲基甲基卡西酮(喵喵),81.65
1282,毒品,20240726,桃園市大園區,機場, , ,1,海洛因,1.42
1283,毒品,20240703,新竹縣竹北市,普通住宅(一、二層樓), , ,1,安非他命,0
1284,毒品,20240701,基隆市暖暖區,普通住宅(一、二層樓), , ,1,海洛因,0
1285,毒品,20240801,高雄市鳳山區,普通住宅(一、二層樓), , ,1,安非他命,1.87
1286,毒品,20240813,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.31
1287,毒品,20240713,宜蘭縣壯圍鄉,高速公路, , ,1,海洛因,0
1287,毒品,20240713,宜蘭縣壯圍鄉,高速公路, , ,1,安非他命,0
1288,毒品,20240728,新北市樹林區,公寓(三至五層建築物), , ,1,甲基安非他命,2.11
1289,毒品,20240823,臺中市大雅區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.86
1290,毒品,20240803,臺北市內湖區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0
1291,毒品,20240704,桃園市楊梅區,普通住宅(一、二層樓), , ,1,海洛因,0
1291,毒品,20240704,桃園市楊梅區,普通住宅(一、二層樓), , ,1,安非他命,0
1292,毒品,20240815,臺中市南屯區,汽車旅館, , ,1,K(愷)他命(含液態),11.87
1293,毒品,20240823,桃園市新屋區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.93
1294,毒品,20240707,屏東縣恆春鎮,普通住宅(一、二層樓), , ,1,安非他命,0
1295,毒品,20240715,新竹市北區,普通住宅(一、二層樓), , ,1,安非他命,0
1296,毒品,20240726,苗栗縣通霄鎮,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1297,毒品,20240819,桃園市大溪區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1
1298,毒品,20240721,桃園市平鎮區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1299,毒品,20240705,臺北市士林區,普通住宅(一、二層樓), , ,1,安非他命,0
1300,毒品,20240809,南投縣仁愛鄉,工地、工寮, , ,1,安非他命,0
1301,毒品,20240721,桃園市龜山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1302,毒品,20240811,宜蘭縣宜蘭市,公寓(三至五層建築物), , ,1,甲基安非他命,0
1303,毒品,20240821,嘉義縣中埔鄉,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),0
1304,毒品,20240821,臺中市南屯區,公寓(三至五層建築物), , ,1,安非他命,0.7
1305,毒品,20240715,臺北市北投區,公寓(三至五層建築物), , ,1,甲基安非他命,0
1306,毒品,20240815,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,41.13
1307,毒品,20240828,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.78
1308,毒品,20240720,臺北市中正區,公寓(三至五層建築物), , ,1,大麻（大麻花及大麻葉）,0.92
1309,毒品,20240702,高雄市大社區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1310,毒品,20240826,臺南市新市區,普通住宅(一、二層樓), , ,1,安非他命,2.37
1311,毒品,20240808,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,0.52
1311,毒品,20240808,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,安非他命,9.88
1312,毒品,20240713,嘉義市東區,透天厝, , ,1,安非他命,0
1313,毒品,20240812,新北市泰山區,公寓(三至五層建築物), , ,2,大麻（大麻花及大麻葉）,13.1
1313,毒品,20240812,新北市泰山區,公寓(三至五層建築物), , ,2,安非他命,2.5
1314,毒品,20240815,新北市板橋區,公寓(三至五層建築物), , ,1,海洛因,0.01
1315,毒品,20240707,臺中市烏日區,透天厝, , ,1,安非他命,0
1316,毒品,20240827,基隆市中山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.14
1317,毒品,20240809,臺北市信義區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.2
1319,毒品,20240731,臺北市士林區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.82
1320,毒品,20240708,桃園市桃園區,公寓(三至五層建築物), , ,1,安非他命,0
1321,毒品,20240830,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,9.77
1322,毒品,20240816,嘉義市西區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,安非他命,0.46
1323,毒品,20240815,桃園市大溪區,普通住宅(一、二層樓), , ,1,安非他命,2.76
1324,毒品,20240711,高雄市鳥松區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.36
1325,毒品,20240714,南投縣埔里鎮,普通住宅(一、二層樓), , ,1,安非他命,0
1326,毒品,20240807,苗栗縣頭份市,普通住宅(一、二層樓), , ,1,甲基安非他命,0.56
1327,毒品,20240718,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,安非他命,7.5
1328,毒品,20240828,基隆市中正區,產業道路, , ,1,卡西酮,12.01
1329,毒品,20240727,花蓮縣花蓮市,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1330,毒品,20240716,臺南市善化區,公路(省、縣、鄉、鎮道, , ,1,去氯愷他命(Deschloroketamine),0
1331,毒品,20240714,桃園市龜山區,普通住宅(一、二層樓), , ,1,海洛因,0
1331,毒品,20240714,桃園市龜山區,普通住宅(一、二層樓), , ,1,甲基安非他命,0
1332,毒品,20240808,花蓮縣吉安鄉,公路(省、縣、鄉、鎮道, , ,3,安非他命,1.62
1333,毒品,20240802,新北市樹林區,公路(省、縣、鄉、鎮道, ,停車場,1,甲基卡西酮,20
1334,毒品,20240714,宜蘭縣宜蘭市,普通住宅(一、二層樓), , ,1,安非他命,0
1335,毒品,20240828,嘉義縣東石鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,3.4
1336,毒品,20240801,雲林縣崙背鄉,普通住宅(一、二層樓), , ,1,安非他命,2.94
1337,毒品,20240814,臺北市南港區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0
1338,毒品,20240805,新北市三重區,公寓(三至五層建築物), , ,1,安非他命,0
1339,毒品,20240821,基隆市仁愛區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),39.42
1340,毒品,20240801,臺中市中區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.31
1340,毒品,20240801,臺中市中區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.32
1341,毒品,20240816,桃園市八德區,公寓(三至五層建築物), , ,1,安非他命,1
1342,毒品,20240819,臺北市文山區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,安非他命,0
1343,毒品,20240823,基隆市仁愛區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.22
1344,毒品,20240823,高雄市苓雅區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),140.19
1345,毒品,20240709,桃園市平鎮區,普通住宅(一、二層樓), , ,1,安非他命,0
1346,毒品,20240705,臺中市西屯區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1347,毒品,20240813,臺北市大同區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.14
1347,毒品,20240813,臺北市大同區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.17
1348,毒品,20240818,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,200
1349,毒品,20240830,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.57
1350,毒品,20240802,嘉義市西區,空地(公、私用地), , ,1,K(愷)他命(含液態),7
1350,毒品,20240802,嘉義市西區,空地(公、私用地), , ,1,4-甲基甲基卡西酮(喵喵),100
1351,毒品,20240729,雲林縣斗南鎮,普通住宅(一、二層樓), , ,1,安非他命,0
1352,毒品,20240804,臺北市中正區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0
1352,毒品,20240804,臺北市中正區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1353,毒品,20240806,桃園市平鎮區,大廈(六層以上建築物), , ,1,甲基安非他命,9.58
1354,毒品,20240818,新北市中和區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.4
1355,毒品,20240709,嘉義縣民雄鄉,普通住宅(一、二層樓), , ,1,安非他命,0
1356,毒品,20240827,臺中市沙鹿區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),15.28
1357,毒品,20240830,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,海洛因,1.21
1358,毒品,20240810,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.01
1359,毒品,20240711,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,安非他命,4.78
1360,毒品,20240829,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,2,海洛因,33.4
1360,毒品,20240829,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,2,大麻（大麻花及大麻葉）,1.11
1360,毒品,20240829,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,2,安非他命,29.62
1361,毒品,20240824,臺中市烏日區,公路(省、縣、鄉、鎮道, , ,2,K(愷)他命(含液態),48.21
1362,毒品,20240813,臺中市太平區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.92
1363,毒品,20240821,嘉義縣中埔鄉,普通住宅(一、二層樓), , ,1,安非他命,0.76
1363,毒品,20240821,嘉義縣中埔鄉,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),4.45
1364,毒品,20240810,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,嗎啡,0.8
1365,毒品,20240820,雲林縣麥寮鄉,普通住宅(一、二層樓), , ,1,安非他命,0.42
1366,毒品,20240829,桃園市八德區,公寓(三至五層建築物), , ,1,大麻（大麻花及大麻葉）,2.43
1367,毒品,20240709,新竹縣芎林鄉,普通住宅(一、二層樓), , ,1,安非他命,0
1368,毒品,20240827,臺中市烏日區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,1.7
1369,毒品,20240815,臺中市中區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.66
1370,毒品,20240827,桃園市中壢區,普通住宅(一、二層樓),Instagram(IG),電腦網路,1,安非他命,10
1371,毒品,20240718,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,2,大麻（大麻花及大麻葉）,0
1372,毒品,20240704,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,18.75
1373,毒品,20240725,新北市板橋區,公寓(三至五層建築物), , ,1,甲基－卡西酮(Methylcathinone),40.36
1373,毒品,20240725,新北市板橋區,公寓(三至五層建築物), , ,1,甲基－卡西酮(Methylcathinone),77.45
1374,毒品,20240826,臺南市善化區,出租公寓（套房）, ,房間（起居室）,2,安非他命,0.32
1374,毒品,20240826,臺南市善化區,出租公寓（套房）, ,房間（起居室）,2,K(愷)他命(含液態),10.18
1375,毒品,20240716,新北市蘆洲區,普通住宅(一、二層樓), , ,1,甲基安非他命,0
1376,毒品,20240821,屏東縣萬巒鄉,普通住宅(一、二層樓), ,大廳,1,安非他命,0.02
1377,毒品,20240808,高雄市三民區,旅社飯店客棧, , ,1,安非他命,1.6
1378,毒品,20240807,桃園市桃園區,公路(省、縣、鄉、鎮道, , ,1,海洛因,45.88
1379,毒品,20240822,基隆市安樂區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.94
1380,毒品,20240826,臺中市大甲區,普通住宅(一、二層樓), , ,1,安非他命,2.13
1381,毒品,20240809,臺中市沙鹿區,公路(省、縣、鄉、鎮道, , ,1,安非他命,2.17
1381,毒品,20240809,臺中市沙鹿區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),0.95
1382,毒品,20240810,高雄市六龜區,普通住宅(一、二層樓), , ,1,安非他命,0
1383,毒品,20240831,臺東縣卑南鄉,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.25
1384,毒品,20240831,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1385,毒品,20240808,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),46.1
1386,毒品,20240802,臺北市中山區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,1.68
1387,毒品,20240720,高雄市大樹區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.33
1388,毒品,20240808,嘉義市西區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),0
1389,毒品,20240723,臺北市南港區,公寓(三至五層建築物), , ,1,安非他命,0
1389,毒品,20240723,臺北市南港區,公寓(三至五層建築物), , ,1,甲基安非他命,0
1390,毒品,20240812,臺中市中區,公寓(三至五層建築物),Twitter,電腦網路,1,4-甲基甲基卡西酮(喵喵),4.18
1391,毒品,20240704,花蓮縣花蓮市,普通住宅(一、二層樓), , ,1,4-甲基甲基卡西酮(喵喵),0
1391,毒品,20240704,花蓮縣花蓮市,普通住宅(一、二層樓), , ,1,4-甲基甲基卡西酮(喵喵),6
1392,毒品,20240826,臺中市豐原區,汽車旅館, , ,1,卡西酮,0
1393,毒品,20240820,彰化縣彰化市,普通住宅(一、二層樓), , ,1,海洛因,0.3
1393,毒品,20240820,彰化縣彰化市,普通住宅(一、二層樓), , ,1,安非他命,0
1394,毒品,20240715,桃園市中壢區,普通住宅(一、二層樓), , ,1,安非他命,0
1395,毒品,20240830,臺北市內湖區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1396,毒品,20240703,嘉義市西區,透天厝, ,房間（起居室）,1,安非他命,0
1397,毒品,20240727,新北市汐止區,普通住宅(一、二層樓), , ,1,安非他命,0.6
1398,毒品,20240807,基隆市仁愛區,公路(省、縣、鄉、鎮道, , ,1,卡西酮,13.31
1399,毒品,20240708,彰化縣員林市,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1400,毒品,20240803,桃園市桃園區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1401,毒品,20240711,南投縣埔里鎮,普通住宅(一、二層樓), , ,1,安非他命,0
1402,毒品,20240826,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",13.35
1403,毒品,20240826,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.36
1403,毒品,20240826,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,依托咪酯（Etomidate）,86.77
1404,毒品,20240816,臺北市文山區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,2.05
1405,毒品,20240704,嘉義市東區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1406,毒品,20240812,新北市板橋區,公寓(三至五層建築物), , ,1,安非他命,23.6
1407,毒品,20240710,南投縣埔里鎮,普通住宅(一、二層樓), , ,1,安非他命,0
1408,毒品,20240821,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.5
1409,毒品,20240807,臺中市豐原區,公路(省、縣、鄉、鎮道, ,街道馬路,1,K(愷)他命(含液態),27.74
1410,毒品,20240701,新竹縣竹北市,普通住宅(一、二層樓), , ,1,安非他命,0
1411,毒品,20240710,桃園市新屋區,普通住宅(一、二層樓), , ,1,安非他命,6.96
1412,毒品,20240703,屏東縣枋寮鄉,普通住宅(一、二層樓), , ,1,安非他命,0
1413,毒品,20240726,桃園市龍潭區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.42
1414,毒品,20240709,彰化縣社頭鄉,普通住宅(一、二層樓), , ,1,嗎啡,0
1415,毒品,20240814,高雄市鳳山區,汽車旅館, , ,1,大麻（大麻花及大麻葉）,0
1416,毒品,20240808,苗栗縣通霄鎮,普通住宅(一、二層樓), , ,1,安非他命,0.32
1417,毒品,20240709,桃園市桃園區,普通住宅(一、二層樓), , ,1,安非他命,0
1418,毒品,20240823,新北市新店區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.76
1419,毒品,20240817,南投縣竹山鎮,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.7
1420,毒品,20240803,臺南市善化區,普通住宅(一、二層樓), , ,1,海洛因,0
1421,毒品,20240812,新竹市東區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,安非他命,0.24
1422,毒品,20240710,臺南市安平區,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),37.31
1423,毒品,20240803,彰化縣社頭鄉,普通住宅(一、二層樓), , ,1,海洛因,1.38
1423,毒品,20240803,彰化縣社頭鄉,普通住宅(一、二層樓), , ,1,安非他命,1.49
1424,毒品,20240718,高雄市仁武區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1425,毒品,20240822,嘉義市西區,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),50
1426,毒品,20240824,嘉義市西區,公路(省、縣、鄉、鎮道, ,街道馬路,1,K(愷)他命(含液態),5.5
1427,毒品,20240824,桃園市楊梅區,公路(省、縣、鄉、鎮道, , ,1,安非他命,3
1428,毒品,20240807,臺北市大安區,公寓(三至五層建築物), , ,1,安非他命,6.9
1429,毒品,20240703,新北市雙溪區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1430,毒品,20240712,花蓮縣秀林鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.4
1431,毒品,20240704,新北市瑞芳區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1432,毒品,20240712,臺南市安南區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1433,毒品,20240715,新北市板橋區,公寓(三至五層建築物), , ,1,4-甲基甲基卡西酮(喵喵),0
1434,毒品,20240801,桃園市八德區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1
1435,毒品,20240731,新北市三重區,大廈(六層以上建築物), , ,1,安非他命,68.41
1436,毒品,20240706,彰化縣員林市,普通住宅(一、二層樓), , ,1,海洛因,20.28
1437,毒品,20240703,桃園市龜山區,普通住宅(一、二層樓), , ,1,甲基安非他命,0
1438,毒品,20240802,高雄市仁武區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),225.08
1439,毒品,20240814,臺中市霧峰區,普通住宅(一、二層樓), , ,2,安非他命,1.5
1440,毒品,20240822,臺北市中山區,普通住宅(一、二層樓), , ,1,海洛因,0.9
1441,毒品,20240707,新北市三重區,旅社飯店客棧, , ,2,4-甲基甲基卡西酮(喵喵),4.35
1442,毒品,20240711,新北市三峽區,透天厝, , ,1,甲基安非他命,0
1443,毒品,20240709,桃園市平鎮區,公寓(三至五層建築物), , ,1,安非他命,0
1444,毒品,20240703,臺南市北區,公園, , ,1,安非他命,0
1445,毒品,20240708,臺中市太平區,普通住宅(一、二層樓), , ,1,安非他命,0
1446,毒品,20240816,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.95
1447,毒品,20240817,新竹市東區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,0.26
1448,毒品,20240706,臺中市中區,大廈(六層以上建築物), , ,1,安非他命,0
1449,毒品,20240712,新北市新店區,普通住宅(一、二層樓), , ,1,安非他命,0
1449,毒品,20240712,新北市新店區,普通住宅(一、二層樓), , ,1,甲基安非他命,0
1450,毒品,20240718,新北市板橋區,公寓(三至五層建築物), , ,1,甲基安非他命,0
1451,毒品,20240708,桃園市龜山區,普通住宅(一、二層樓), , ,1,甲基安非他命,0
1452,毒品,20240809,新北市板橋區,公寓(三至五層建築物), , ,1,安非他命,0
1453,毒品,20240826,雲林縣元長鄉,空地(公、私用地), , ,1,海洛因,0.8
1454,毒品,20240711,桃園市龜山區,汽車旅館, , ,1,甲基安非他命,5.01
1455,毒品,20240730,臺中市太平區,公路(省、縣、鄉、鎮道, , ,1,卡西酮,11.89
1456,毒品,20240806,新北市樹林區,獨立專門停車塔(場),LINE,電腦網路,1,卡西酮,0
1457,毒品,20240818,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,6.97
1458,毒品,20240731,苗栗縣竹南鎮,普通住宅(一、二層樓), , ,1,安非他命,0
1458,毒品,20240731,苗栗縣竹南鎮,普通住宅(一、二層樓), , ,1,甲基安非他命,0
1459,毒品,20240816,臺北市南港區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1460,毒品,20240829,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.01
1461,毒品,20240731,雲林縣北港鎮,公路(省、縣、鄉、鎮道, , ,1,海洛因,1.68
1461,毒品,20240731,雲林縣北港鎮,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.36
1461,毒品,20240731,雲林縣北港鎮,公路(省、縣、鄉、鎮道, , ,1,安非他命,3.23
1462,毒品,20240823,屏東縣屏東市,公路(省、縣、鄉、鎮道, ,巷口(路口),1,海洛因,3.89
1462,毒品,20240823,屏東縣屏東市,公路(省、縣、鄉、鎮道, ,巷口(路口),1,安非他命,0.38
1463,毒品,20240704,新北市土城區,監獄看守所及觀護所, , ,2,大麻（大麻花及大麻葉）,0.98
1464,毒品,20240811,桃園市觀音區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
1465,毒品,20240824,花蓮縣光復鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.34
1466,毒品,20240711,桃園市八德區,普通住宅(一、二層樓), , ,1,安非他命,0
1467,毒品,20240815,新北市鶯歌區,公路(省、縣、鄉、鎮道, , ,1,海洛因,7.03
1467,毒品,20240815,新北市鶯歌區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.74
1468,毒品,20240820,臺北市南港區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.39
1469,毒品,20240814,苗栗縣頭份市,普通住宅(一、二層樓),TikTok抖音,電腦網路,1,4-甲基甲基卡西酮(喵喵),11.14
1470,毒品,20240805,臺北市萬華區,公寓(三至五層建築物), , ,1,安非他命,0
1471,毒品,20240824,屏東縣屏東市,醫療院所(門診中心), , ,1,海洛因,0.4
1472,毒品,20240707,新北市三重區,旅社飯店客棧, , ,1,甲基安非他命,1.21
1473,毒品,20240818,高雄市鼓山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,2.94
1474,毒品,20240814,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.59
1474,毒品,20240814,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),0.49
1475,毒品,20240709,雲林縣斗六市,普通住宅(一、二層樓), , ,1,安非他命,0
1476,毒品,20240804,桃園市中壢區,普通住宅(一、二層樓),Twitter,電腦網路,1,甲基卡西酮,5
1477,毒品,20240801,桃園市八德區,透天厝, , ,1,安非他命,1.56
1478,毒品,20240818,彰化縣花壇鄉,普通住宅(一、二層樓), , ,1,海洛因,0.29
1478,毒品,20240818,彰化縣花壇鄉,普通住宅(一、二層樓), , ,1,安非他命,0.79
1479,毒品,20240805,雲林縣二崙鄉,普通住宅(一、二層樓), , ,1,安非他命,3.9
1480,毒品,20240819,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,2,安非他命,4.26
1481,毒品,20240702,桃園市新屋區,普通住宅(一、二層樓), , ,3,K(愷)他命(含液態),83.36
1482,毒品,20240814,彰化縣和美鎮,普通住宅(一、二層樓), , ,1,安非他命,0.8
1483,毒品,20240824,雲林縣崙背鄉,普通住宅(一、二層樓), , ,3,海洛因,1.46
1484,毒品,20240801,高雄市苓雅區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,3.24
1485,毒品,20240810,臺南市西港區,普通住宅(一、二層樓), , ,1,安非他命,0.82
1486,毒品,20240801,南投縣南投市,法院及其分院(含檢察署, , ,1,海洛因,1.24
1487,毒品,20240722,桃園市中壢區,普通住宅(一、二層樓),Twitter,電腦網路,1,甲基卡西酮,39
1488,毒品,20240717,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.84
1489,毒品,20240720,桃園市大溪區,普通住宅(一、二層樓), , ,2,安非他命,0
1489,毒品,20240720,桃園市大溪區,普通住宅(一、二層樓), , ,2,甲基卡西酮,5.82
1490,毒品,20240829,屏東縣屏東市,普通住宅(一、二層樓), , ,1,安非他命,15.68
1491,毒品,20240828,嘉義市東區,公路(省、縣、鄉、鎮道, ,街道馬路,1,海洛因,0.8
1492,毒品,20240821,臺中市后里區,普通住宅(一、二層樓), , ,1,安非他命,0
1493,毒品,20240710,臺中市北屯區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,2.1
1494,毒品,20240821,新竹市東區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,1.27
1495,毒品,20240817,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,0.01
1496,毒品,20240805,屏東縣東港鎮,普通住宅(一、二層樓), , ,1,安非他命,19
1497,毒品,20240824,臺南市東區,汽車旅館, , ,1,安非他命,0.44
1498,毒品,20240714,嘉義市西區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,安非他命,0
1499,毒品,20240807,屏東縣屏東市,普通住宅(一、二層樓), , ,1,安非他命,0.54
1500,毒品,20240720,新北市三重區,商店行號, , ,1,4-甲基甲基卡西酮(喵喵),10.45
1501,毒品,20240722,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,海洛因,7.87
1501,毒品,20240722,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,0.33
1502,毒品,20240826,苗栗縣三義鄉,普通住宅(一、二層樓), , ,1,安非他命,6.57
1503,毒品,20240825,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.97
1504,毒品,20240808,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.37
1505,毒品,20240805,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,3.61
1506,毒品,20240816,臺北市文山區,公路(省、縣、鄉、鎮道,WeChat微信,電腦網路,3,卡西酮,0
1506,毒品,20240816,臺北市文山區,公路(省、縣、鄉、鎮道,WeChat微信,電腦網路,3,卡西酮,0
1506,毒品,20240816,臺北市文山區,公路(省、縣、鄉、鎮道,WeChat微信,電腦網路,3,K(愷)他命(含液態),33.8
1507,毒品,20240811,嘉義市西區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.78
1508,毒品,20240713,桃園市中壢區,便利商店, , ,1,安非他命,0
